Episodio n;Titulo;URL;Año;Mes
Episodio 426;Viljandi Folk 17 Irmelin;http://www.rtve.eshttp://www.rtve.es/play/audios/discopolis/discopolis-9851-viljandi-folk-17-irmelin-22-08-17/4177928/;2017;8
Episodio 427;Viljandi Folk 18 Trio Vechernitza;http://www.rtve.eshttp://www.rtve.es/play/audios/discopolis/discopolis-9852-viljandi-folk-18-trio-vechernitza-23-08-17/4179383/;2017;8
Episodio 428;Viljandi Folk 19 Nubar;http://www.rtve.eshttp://www.rtve.es/play/audios/discopolis/discopolis-9853-viljandi-folk-19-nubar-24-08-17/4180635/;2017;8
Episodio 429;Viljandi Folk 20 Landstreichmusik;http://www.rtve.eshttp://www.rtve.es/play/audios/discopolis/discopolis-9854-viljandi-folk-20-landstreichmusik-25-08-17/4182336/;2017;8
Episodio 430;Viljandi Folk 21 Sutari;http://www.rtve.eshttp://www.rtve.es/play/audios/discopolis/discopolis-9858-viljandi-folk-21-sutari-28-08-17/4186943/;2017;8
Episodio 431;Viljandi Folk 22 HulyaiHorod;http://www.rtve.eshttp://www.rtve.es/play/audios/discopolis/discopolis-9859-viljandi-folk-22-hulyaihorod-29-08-17/4188709/;2017;8
Episodio 432;Viljandi Folk 23 Enkel;http://www.rtve.eshttp://www.rtve.es/play/audios/discopolis/discopolis-9860-viljandi-folk-23-enkel-30-08-17/4190672/;2017;8
Episodio 433;Viljandi Folk 24 Carlos Soto Folk Quintet 31/08/17;http://www.rtve.eshttp://www.rtve.es/play/audios/discopolis/discopolis-9861-viljandi-folk-24-carlos-soto-folk-quintet-31-08-17/4192758/;2017;8
Episodio 434;Viljandi Folk 03 Cardo-Roxo;http://www.rtve.eshttp://www.rtve.es/play/audios/discopolis/discopolis-9862-viljandi-folk-03-cardo-roxo-01-09-17/4195517/;2017;9
Episodio 435;Polisonic, Benito Cabrera;http://www.rtve.eshttp://www.rtve.es/play/audios/discopolis/discopolis-9866-polisonic-benito-cabrera-04-09-17/4199433/;2017;9
Episodio 436;Polisonic Anaaut-El Twangero;http://www.rtve.eshttp://www.rtve.es/play/audios/discopolis/discopolis-9867-polisonic-anaaut-twangero-05-09-17/4201240/;2017;9
Episodio 437;Vargas Bronca Band;http://www.rtve.eshttp://www.rtve.es/play/audios/discopolis/discopolis-060917/4203441/;2017;9
Episodio 438;Desde Eivissa Ximo Tebar;http://www.rtve.eshttp://www.rtve.es/play/audios/discopolis/discopolis-9869-desde-eivissa-ximo-tebar-07-09-17/4205747/;2017;9
Episodio 439;Desde Ibiza MAP, Pep Tur, Saitua;http://www.rtve.eshttp://www.rtve.es/play/audios/discopolis/discopolis-9870-desde-ibiza-map-pep-tur-saitua-08-09-17/4208167/;2017;9
Episodio 440;Eric Clapton I;http://www.rtve.eshttp://www.rtve.es/play/audios/discopolis/discopolis-9874-eric-clapton-11-09-17/4213503/;2017;9
Episodio 441;Eric Clapton II;http://www.rtve.eshttp://www.rtve.es/play/audios/discopolis/discopolis-9875-eric-clapton-ii-12-09-17/4216222/;2017;9
Episodio 442;A los 64;http://www.rtve.eshttp://www.rtve.es/play/audios/discopolis/discopolis-9876-64-13-09-17/4218801/;2017;9
Episodio 443;Oskorri;http://www.rtve.eshttp://www.rtve.es/play/audios/discopolis/discopolis-9877-oskorri-14-09-17/4221088/;2017;9
Episodio 444;Juan Claudio Cifuentes;http://www.rtve.eshttp://www.rtve.es/play/audios/discopolis/discopolis-9878-juan-claudio-cifuentes-15-09-17/4223665/;2017;9
Episodio 445;Buika, Tündra, Lara Bello, Onza...;http://www.rtve.eshttp://www.rtve.es/play/audios/discopolis/discopolis-9881-buika-tundra-lara-bello-onza-18-07-17/4230443/;2017;9
Episodio 446;Monika Zgustova Gulag;http://www.rtve.eshttp://www.rtve.es/play/audios/discopolis/discopolis-9882-monika-zgustova-gulag-19-09-17/4233013/;2017;9
Episodio 447;1970 89 España 02;http://www.rtve.eshttp://www.rtve.es/play/audios/discopolis/discopolis-9883-1970-89-espana-02-20-09-17/4235568/;2017;9
Episodio 448;Raúl Rodríguez;http://www.rtve.eshttp://www.rtve.es/play/audios/discopolis/discopolis-9884-raul-rodriguez-21-09-17/4236702/;2017;9
